# minichess opening book export
# format_version	1
# store	book
# db_schema_version	2
# eval_version	1
# rows	92678
# sorted by (fen, rank); no timestamp, so an unchanged book re-exports identically
# fen	ply	rank	move	score	depth	eval_version
1N1n1k/5p/2b3/r5/PR4/K2B2[] b	9	1	((2, 2), (0, 4), None)	-240	10	1
1N1n1k/5p/4b1/6/P5/KR1Br1[] b	7	1	((2, 4), (5, 1), None)	-2048	10	1
1N1n1k/5p/4b1/P5/6/K1RBr1[] b	11	1	((2, 4), (3, 5), None)	-540	10	1
1N1n1k/5p/6/3b2/P5/KR1B1r[] b	11	1	((3, 3), (5, 1), None)	-2012	10	1
1N1n1k/5p/6/3b2/PK4/1R1Br1[] b	9	1	((3, 3), (5, 1), None)	-1735	10	1
1N1n1k/5p/6/3b2/PKB1r1/1R4[] b	11	1	((3, 3), (4, 2), None)	-2207	10	1
1N1n1k/5p/6/P2b2/6/KR1Br1[] b	9	1	((3, 3), (5, 1), None)	-2001	10	1
1N1n1k/5p/6/rb4/PR4/K5[b] b	11	1	('drop', 'bB'  , (2, 3))	-1960	10	1
1N1n2/4kp/6/1B4/P3r1/Kb4[r] b	11	1	((5, 1), (3, 3), None)	-1000000	6	1
1N1nbk/5p/6/r5/P1R3/K2B2[] b	11	1	((0, 3), (1, 1), None)	-627	10	1
1N1nbk/5p/6/r5/PR2B1/K5[] b	11	1	((1, 5), (2, 5), None)	-261	10	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	1	((5, 3), (4, 2), None)	-313	6	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	2	((5, 3), (2, 0), None)	-320	6	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	3	((4, 1), (4, 2), None)	-440	6	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	4	((5, 3), (3, 1), None)	-447	6	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	5	((0, 1), (2, 0), None)	-641	6	1
1N1nbk/5p/6/r5/PR4/K2B2[] w	10	6	((5, 3), (4, 4), None)	-686	6	1
1N1nbk/5p/6/r5/PRB3/K5[] b	11	1	((3, 0), (3, 4), None)	-313	10	1
1N1nbk/5p/6/rB4/PR4/K5[] b	11	1	((0, 4), (3, 1), None)	-436	10	1
1N1nbk/5p/B5/r5/PR4/K5[] b	11	1	((0, 3), (2, 2), None)	-527	10	1
1N1r1k/1R3p/6/3b2/PK4/3B2[n] b	9	1	((3, 3), (1, 1), None)	-3440	10	1
1N1r1k/1b3p/3N2/6/P5/K2B2[r] b	7	1	((1, 1), (3, 3), None)	-2448	10	1
1N1r1k/1b3p/5N/6/P5/K2B2[r] b	7	1	((0, 3), (5, 3), None)	-1000000	7	1
1N1r1k/1b3p/6/6/P3N1/K2B2[r] b	7	1	((0, 3), (5, 3), None)	-1000000	5	1
1N1r1k/1b3p/6/6/PK4/2NB2[r] b	7	1	((0, 3), (5, 3), None)	-3444	10	1
1N1r1k/5p/2b3/6/P1K3/2NB2[r] b	9	1	((0, 3), (0, 1), None)	-2563	10	1
1N1r2/1b2kp/5N/6/P5/K2B2[r] b	9	1	((0, 3), (5, 3), None)	-1000000	5	1
1N2bk/3N1p/6/6/P5/K2Br1[r] b	11	1	((0, 5), (1, 4), None)	-2015	10	1
1N2bk/4rp/6/1BN3/P5/K5[r] b	11	1	((1, 4), (1, 2), None)	-1051	10	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	1	((0, 1), (2, 0), None)	-834	6	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	2	((4, 0), (3, 0), None)	-939	6	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	3	((4, 2), (3, 1), None)	-981	6	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	4	((4, 2), (5, 1), None)	-1259	6	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	5	((4, 2), (3, 3), None)	-1259	6	1
1N2bk/4rp/6/2N3/P1B3/K5[r] w	10	6	((4, 2), (5, 3), None)	-1280	6	1
1N2bk/4rp/6/2N3/P5/K2B2[r] b	11	1	((1, 4), (1, 2), None)	-1485	10	1
1N2bk/4rp/6/2N3/P5/KB4[r] b	11	1	((1, 4), (1, 2), None)	-1004	10	1
1N2bk/4rp/6/2NB2/P5/K5[r] b	11	1	('drop', 'bR'  , (0, 3))	-1489	10	1
1N2bk/4rp/6/P1N3/2B3/K5[r] b	11	1	((1, 4), (1, 0), None)	-1182	10	1
1N2bk/5p/6/2N3/P5/1K1Br1[r] b	11	1	('drop', 'bR'  , (2, 1))	-2041	10	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	1	((0, 1), (1, 3), None)	-1023	6	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	2	((3, 2), (1, 3), None)	-1060	6	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	3	((0, 1), (2, 0), None)	-1249	6	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	4	((4, 0), (3, 0), None)	-1539	6	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	5	((5, 0), (4, 1), None)	-1574	6	1
1N2bk/5p/6/2N3/P5/K2Br1[r] w	10	6	((5, 0), (5, 1), None)	-1585	6	1
1N2bk/5p/6/2N3/PK4/3Br1[r] b	11	1	('drop', 'bR'  , (2, 1))	-2051	10	1
1N2bk/5p/6/P1N3/6/K2Br1[r] b	11	1	('drop', 'bR'  , (0, 3))	-2124	10	1
1N2k1/1b3p/6/2N3/P5/K2Br1[r] b	11	1	('drop', 'bR'  , (0, 3))	-1735	10	1
1N2k1/1b3p/6/6/P5/1KNBr1[r] b	9	1	((5, 4), (5, 3), None)	-1000000	10	1
1N2k1/1b3p/6/P5/6/K1NB1r[r] b	11	1	((5, 5), (5, 3), None)	-1000000	6	1
1N2k1/1b3p/6/P5/6/K1NBr1[r] b	9	1	((5, 4), (5, 3), None)	-1000000	6	1
1N2k1/1b3p/6/n5/6/K1RBr1[p] b	11	1	('drop', 'bP'  , (4, 2))	-1749	10	1
1N2r1/1b2kp/6/6/P3N1/K2B2[r] b	7	1	((0, 4), (0, 1), None)	-1000000	10	1
1N2r1/1b2kp/6/6/P5/K1NB2[r] b	7	1	((0, 4), (0, 1), None)	-2614	10	1
1N2r1/4kp/2b3/2N3/P5/K2B2[r] b	9	1	((0, 4), (0, 1), None)	-1000000	8	1
1N2r1/4kp/6/1N1b2/P5/K2B2[r] b	9	1	('drop', 'bR'  , (5, 1))	-1000000	1	1
1N2rk/1b3p/6/2K3/P5/2NB2[r] b	9	1	((0, 4), (0, 1), None)	-2681	10	1
1N2rk/1b3p/6/6/P3N1/2KB2[r] b	9	1	((0, 4), (0, 1), None)	-2508	10	1
1N2rk/1b3p/6/6/P3N1/K2B2[r] b	5	1	((0, 4), (0, 1), None)	-3507	10	1
1N2rk/1b3p/6/6/P5/K1NB2[r] b	5	1	((0, 4), (0, 1), None)	-2457	10	1
1N2rk/1b3p/6/6/PK4/2NB2[r] b	9	1	((0, 4), (0, 1), None)	-2375	10	1
1N2rk/3b1p/6/6/P1B3/1KN3[r] b	9	1	((0, 4), (0, 1), None)	-2580	10	1
1N2rk/3b1p/6/6/P5/KRN3[b] b	9	1	('drop', 'bB'  , (3, 2))	-1000000	7	1
1N2rk/5p/2b3/2N3/P5/K2B2[r] b	7	1	((0, 4), (0, 1), None)	-1000000	10	1
1N2rk/5p/2b3/2Nr2/P5/1K1B2[] b	9	1	((0, 4), (0, 1), None)	-1000000	9	1
1N2rk/5p/2b3/6/PK4/2NB2[r] b	7	1	((0, 4), (0, 1), None)	-2483	10	1
1N2rk/5p/2b3/P1Nr2/6/K2B2[] b	9	1	((0, 4), (0, 1), None)	-1000000	8	1
1N2rk/5p/4b1/2R3/P3N1/K5[b] b	9	1	((0, 4), (0, 1), None)	-1000000	6	1
1N2rk/5p/4b1/3N2/P5/1K1B2[r] b	9	1	((2, 4), (3, 3), None)	-1000000	10	1
1N2rk/5p/4b1/6/P1R3/K1N3[b] b	9	1	((0, 4), (0, 1), None)	-1000000	9	1
1N2rk/5p/4b1/6/P5/K1NR2[b] b	9	1	('drop', 'bB'  , (3, 2))	-1000000	1	1
1N2rk/5p/6/1N1b2/P5/K2B2[r] b	7	1	('drop', 'bR'  , (5, 1))	-1000000	1	1
1N2rk/5p/6/2K3/b5/1R1B2[pn] b	9	1	('drop', 'bN'  , (2, 4))	-3165	10	1
1N2rk/5p/6/2N3/P5/K2b2[br] b	9	1	((0, 4), (0, 1), None)	-1000000	6	1
1N2rk/5p/6/2R3/P5/K2b2[nb] b	9	1	((0, 4), (0, 1), None)	-1000000	7	1
1N2rk/5p/6/5b/P3N1/K2R2[b] b	9	1	((0, 4), (0, 1), None)	-1000000	9	1
1N3k/1R1b1p/6/3r2/PK4/3B2[n] b	9	1	((1, 3), (4, 0), None)	-811	10	1
1N3k/1R3p/4r1/6/b5/K2B2[pn] b	9	1	((2, 4), (5, 4), None)	-1281	10	1
1N3k/1R3p/6/3r2/K5/3B2[Bpn] b	11	1	('drop', 'bN'  , (3, 2))	-1535	10	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	1	((5, 3), (4, 2), None)	-371	6	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	2	((5, 3), (2, 0), None)	-1238	6	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	3	((1, 1), (1, 2), None)	-1350	6	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	4	((1, 1), (1, 0), None)	-1364	6	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	5	((4, 1), (4, 0), None)	-1381	6	1
1N3k/1R3p/6/3r2/bK4/3B2[pn] w	10	6	((1, 1), (2, 1), None)	-1412	6	1
1N3k/1R3p/6/3r2/bKB3/6[pn] b	11	1	((3, 3), (3, 5), None)	-914	10	1
1N3k/1R3p/B5/3r2/bK4/6[pn] b	11	1	((4, 0), (0, 4), None)	-1530	10	1
1N3k/1b3p/2r3/6/P3N1/K2B2[r] b	9	1	('drop', 'bR'  , (0, 3))	-1365	10	1
1N3k/1b3p/3r1N/6/P1B3/K5[r] b	9	1	('drop', 'bR'  , (5, 5))	-1752	10	1
1N3k/1b3p/4r1/6/P3N1/K2B2[r] b	7	1	((1, 1), (4, 4), None)	-2043	10	1
1N3k/1b3p/4rN/6/P5/K2B2[r] b	7	1	((2, 4), (5, 4), None)	-1483	10	1
1N3k/1b3p/5r/6/P1B3/K5[nr] b	9	1	('drop', 'bR'  , (0, 3))	-3037	10	1
1N3k/1b3p/5r/6/P5/K2B2[nr] b	9	1	('drop', 'bR'  , (5, 2))	-1000000	9	1
1N3k/1b3p/5r/P5/6/K2B2[nr] b	9	1	('drop', 'bN'  , (3, 2))	-1000000	10	1
1N3k/1b3p/6/1R4/6/K1Nr2[pb] b	9	1	((5, 3), (5, 2), None)	-2664	10	1
1N3k/1b3p/6/2N3/P5/K2Br1[r] b	9	1	((5, 4), (5, 3), None)	-1384	10	1
1N3k/1b3p/6/3r2/P1B3/K5[nr] b	9	1	((3, 3), (4, 3), None)	-3068	10	1
1N3k/1b3p/6/3r2/P3B1/K5[nr] b	9	1	('drop', 'bR'  , (5, 4))	-1000000	5	1
1N3k/1b3p/6/6/P1B3/1KN1rr[] b	9	1	((5, 4), (5, 2), None)	-1637	10	1
1N3k/1b3p/6/6/P3r1/K2B2[nr] b	7	1	('drop', 'bR'  , (5, 2))	-1000000	1	1
1N3k/1b3p/6/6/P3r1/KR4[nb] b	7	1	('drop', 'bB'  , (3, 2))	-1000000	2	1
1N3k/1b3p/6/6/P5/1KNBr1[r] b	7	1	((5, 4), (5, 3), None)	-3444	10	1
1N3k/1b3p/6/6/P5/K1NBr1[r] b	7	1	((5, 4), (5, 3), None)	-1000000	8	1
1N3k/1b3p/6/6/PKBr2/2N3[r] b	9	1	('drop', 'bR'  , (4, 5))	-2010	10	1
1N3k/1b3p/6/P5/6/K1NBr1[r] b	7	1	((5, 4), (5, 3), None)	-1000000	9	1
1N3k/1b4/5p/6/P1B3/1KN1r1[r] b	9	1	('drop', 'bR'  , (5, 5))	-1580	10	1
1N3k/1br2p/6/1B4/PK4/2N3[r] b	9	1	((0, 5), (1, 4), None)	-1393	10	1
1N3k/1n1b2/3r1p/6/P5/KR1B2[] b	11	1	((1, 3), (2, 4), None)	-187	10	1
1N3k/1n2rp/2b3/6/PKB3/1R4[] b	11	1	((2, 2), (4, 0), None)	-562	10	1
1N3k/1n3p/2b3/r5/P4R/K2B2[] b	11	1	((2, 2), (4, 0), None)	-493	10	1
1N3k/1n3p/4b1/3R2/P5/K2B1r[] b	11	1	((2, 4), (3, 3), None)	-1000000	7	1
1N3k/2R2p/4b1/n5/P5/K2Br1[] b	11	1	((5, 4), (5, 3), None)	-1000000	9	1
1N3k/2R2p/6/3r2/bK4/3B2[pn] b	11	1	((3, 3), (4, 3), None)	-1200	10	1
1N3k/3b1p/2R3/6/P5/K1Nr2[b] b	9	1	((1, 3), (2, 2), None)	-1000000	9	1
1N3k/3b1p/3n2/6/P1B1r1/K1R3[] b	11	1	((2, 3), (4, 2), None)	-982	10	1
1N3k/3b1p/6/3r2/P5/KR1B2[n] b	9	1	((1, 3), (4, 0), None)	-1385	10	1
1N3k/3b1p/6/4r1/PN4/KB4[r] b	11	1	((1, 3), (0, 4), None)	-1254	10	1
1N3k/3b1p/6/6/P2n2/KR1B1r[] b	11	1	((1, 3), (3, 5), None)	-1337	10	1
1N3k/3b2/5p/3r2/P5/KR1B2[n] b	11	1	((1, 3), (4, 0), None)	-1239	10	1
1N3k/4rp/2b3/2N3/P1B3/K5[r] b	9	1	((2, 2), (0, 4), None)	-1093	10	1
1N3k/4rp/2b3/6/P5/K1NB2[r] b	9	1	((1, 4), (1, 1), None)	-2232	10	1
1N3k/5p/1R4/3r2/bK4/3B2[pn] b	11	1	((3, 3), (5, 3), None)	-1478	10	1
1N3k/5p/2b3/1B4/P5/K1N1r1[r] b	11	1	('drop', 'bR'  , (4, 4))	-1000000	9	1
1N3k/5p/2b3/2N3/P5/K2Br1[r] b	9	1	((2, 2), (0, 4), None)	-1069	10	1
1N3k/5p/2b3/2N3/PK4/3r2[br] b	11	1	('drop', 'bB'  , (5, 2))	-1000000	7	1
1N3k/5p/2b3/2Nr2/P5/1K1Br1[] b	11	1	((3, 3), (3, 2), None)	-2059	10	1
1N3k/5p/2b3/3Nr1/P5/K2B2[r] b	9	1	((2, 2), (3, 3), None)	-2357	10	1
1N3k/5p/2b3/6/P5/1KNBr1[r] b	9	1	((2, 2), (4, 0), None)	-2131	10	1
1N3k/5p/2b3/P3r1/1K4/1RN3[b] b	11	1	((2, 2), (0, 4), None)	-1169	10	1
1N3k/5p/2n1b1/6/P5/K1RBr1[] b	9	1	((5, 4), (5, 3), None)	-1000000	6	1
1N3k/5p/4b1/2n1r1/P5/KR1B2[] b	11	1	((2, 4), (5, 1), None)	-3132	10	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	1	((0, 1), (2, 2), None)	-702	6	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	2	((5, 1), (5, 2), None)	-923	6	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	3	((5, 1), (5, 0), None)	-923	6	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	4	((5, 3), (4, 2), None)	-1067	6	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	5	((4, 1), (5, 0), None)	-1529	6	1
1N3k/5p/4b1/2n1r1/PK4/1R1B2[] w	10	6	((5, 3), (2, 0), None)	-1548	6	1
1N3k/5p/4b1/2n1r1/PK4/2RB2[] b	11	1	((3, 2), (5, 3), None)	-698	10	1
1N3k/5p/4b1/2n1r1/PK4/R2B2[] b	11	1	((3, 2), (5, 3), None)	-698	10	1
1N3k/5p/4b1/2n1r1/PKB3/1R4[] b	11	1	((3, 2), (5, 1), None)	-1214	10	1
1N3k/5p/4b1/3Nr1/PKB3/6[r] b	9	1	('drop', 'bR'  , (1, 1))	-1911	10	1
1N3k/5p/4b1/4r1/PK4/1R1B2[n] b	9	1	('drop', 'bN'  , (3, 2))	-749	10	1
1N3k/5p/4b1/6/P5/K1RBr1[n] b	9	1	('drop', 'bN'  , (4, 4))	-1888	10	1
1N3k/5p/4b1/6/PK4/1R1Br1[n] b	9	1	((2, 4), (5, 1), None)	-2213	10	1
1N3k/5p/4b1/n1R3/P5/K2Br1[] b	11	1	((5, 4), (5, 3), None)	-2509	10	1
1N3k/5p/4b1/n3r1/P5/K1RB2[] b	9	1	((3, 4), (5, 4), None)	-264	10	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	1	((5, 0), (4, 1), None)	-226	6	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	2	((0, 1), (2, 0), None)	-675	6	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	3	((0, 1), (2, 2), None)	-1300	6	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	4	((0, 1), (1, 3), None)	-1437	6	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	5	((5, 3), (3, 1), None)	-1581	6	1
1N3k/5p/4b1/n5/P5/K1RBr1[] w	10	6	((5, 2), (3, 2), None)	-1603	6	1
1N3k/5p/4b1/n5/PK4/2RBr1[] b	11	1	((3, 0), (1, 1), None)	-387	10	1
1N3k/5p/4b1/nB4/P5/K1R1r1[] b	11	1	((5, 4), (5, 2), None)	-1880	10	1
1N3k/5p/6/4r1/PK4/1b1B2[nr] b	11	1	('drop', 'bR'  , (4, 5))	-1000000	8	1
1N3k/5p/6/5b/P5/K1RBr1[n] b	11	1	((3, 5), (5, 3), None)	-1325	10	1
1N3k/5p/6/nB3b/P3r1/K1R3[] b	11	1	((3, 5), (2, 4), None)	-152	10	1
1N3k/5p/B3b1/2n1r1/PK4/1R4[] b	11	1	((3, 2), (5, 1), None)	-2745	10	1
1N3k/5p/b1r3/1N4/P1B3/1K4[r] b	11	1	((2, 0), (3, 1), None)	-975	10	1
1N3k/6/4bp/n3r1/PK4/2RB2[] b	11	1	((3, 4), (3, 3), None)	-28	10	1
1N3k/R4p/6/3r2/bK4/3B2[pn] b	11	1	((4, 0), (0, 4), None)	-1477	10	1
1N4/1b1Nkp/4r1/6/P5/K2B2[r] b	9	1	('drop', 'bR'  , (5, 2))	-2145	10	1
1N4/1b2k1/5p/6/P1B3/1KN1r1[r] b	11	1	('drop', 'bR'  , (0, 2))	-1908	10	1
1N4/1b2kp/2r3/6/P3N1/K2B2[r] b	11	1	((2, 2), (2, 1), None)	-2477	10	1
1N4/1b2kp/4r1/6/P3N1/K2B2[r] b	9	1	((1, 1), (4, 4), None)	-3207	10	1
1N4/1b2kp/4r1/6/P5/K2B2[Nr] b	9	1	('drop', 'bR'  , (5, 2))	-1669	10	1
1N4/1b2kp/4rN/6/P5/K2B2[r] b	9	1	((2, 4), (5, 4), None)	-4521	10	1
1N4/1b2kp/6/1B4/P3r1/K5[Nr] b	11	1	('drop', 'bR'  , (5, 2))	-1945	10	1
1N4/1b2kp/6/6/P3r1/KR4[nb] b	9	1	('drop', 'bB'  , (3, 2))	-1000000	2	1
1N4/4kp/4n1/6/P3r1/KR4[Bb] b	11	1	('drop', 'bB'  , (3, 2))	-969	10	1
1Nb1rk/4bp/6/6/PR2N1/K5[] b	9	1	((1, 4), (4, 1), None)	-2495	10	1
1Nb1rk/5p/6/6/P5/KBNr2[] b	9	1	((5, 3), (5, 2), None)	-2403	10	1
1Nb2k/1R3p/6/3r2/P5/K2B2[n] b	7	1	((3, 3), (5, 3), None)	-1000000	9	1
1Nb2k/1r3p/6/6/P3N1/K2B2[r] b	9	1	('drop', 'bR'  , (5, 1))	-1000000	1	1
1Nb2k/5p/2B3/1P2r1/6/K1N3[r] b	9	1	((0, 2), (2, 4), None)	-1572	10	1
1Nb2k/5p/2n3/6/P2r2/KR1B2[] b	11	1	((2, 2), (0, 1), None)	-1245	10	1
1Nb2k/5p/2n3/6/P5/KR1Br1[] b	7	1	((2, 2), (0, 1), None)	-1073	10	1
1Nb2k/5p/2r3/6/1R2N1/K5[pb] b	11	1	((2, 2), (1, 2), None)	-1915	10	1
1Nb2k/5p/2r3/6/P1B3/1KN3[r] b	9	1	((2, 2), (2, 1), None)	-2167	10	1
1Nb2k/5p/2r3/6/PKB3/2N3[r] b	9	1	((2, 2), (2, 1), None)	-2205	10	1
1Nb2k/5p/2r3/P1r3/2B3/1KN3[] b	11	1	((3, 2), (4, 2), None)	-1277	10	1
1Nb2k/5p/3n2/4r1/PK4/2RB2[] b	11	1	((3, 4), (1, 4), None)	-183	10	1
1Nb2k/5p/6/1B2r1/P5/Kn4[r] b	9	1	((5, 1), (3, 2), None)	-2954	10	1
1Nb2k/5p/6/1B4/P5/K1N1r1[r] b	9	1	('drop', 'bR'  , (4, 3))	-1000000	9	1
1Nb2k/5p/6/1N4/P5/1K1Br1[r] b	9	1	('drop', 'bR'  , (4, 5))	-2886	10	1
1Nb2k/5p/6/1N4/P5/KB2r1[r] b	9	1	('drop', 'bR'  , (5, 3))	-2379	10	1
1Nb2k/5p/6/1P1B2/6/K1N1r1[r] b	9	1	((5, 4), (5, 2), None)	-2595	10	1
1Nb2k/5p/6/1P4/6/KBN1r1[r] b	9	1	((5, 4), (5, 2), None)	-2093	10	1
1Nb2k/5p/6/3R2/P3r1/K5[nb] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	8	1
1Nb2k/5p/6/6/P3r1/K1N3[br] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	2	1
1Nb2k/5p/6/KB4/3p2/1RN1r1[] b	9	1	((4, 3), (5, 2), 'b')	-1913	10	1
1Nb2k/5p/6/R5/3pB1/K1N1r1[] b	9	1	((4, 3), (5, 2), 'b')	-2269	10	1
1Nb2k/5p/6/n5/P1B3/KR2r1[] b	9	1	((3, 0), (5, 1), None)	-2306	10	1
1Nb3/5k/6/3r2/P5/K2B2[Pnr] b	9	1	((3, 3), (5, 3), None)	-1000000	5	1
1NbR2/4kp/6/1N4/P1r3/K5[b] b	9	1	((1, 4), (0, 3), None)	-1000000	9	1
1Nbn1k/1r3p/6/1B4/PK4/1R4[] b	11	1	((1, 1), (0, 1), None)	-1218	10	1
1Nbn1k/1r3p/6/2K3/P5/1R1B2[] b	11	1	((1, 1), (5, 1), None)	-2622	10	1
1Nbn1k/1r3p/6/6/P1K3/1R1B2[] b	11	1	((0, 2), (2, 4), None)	-2360	10	1
1Nbn1k/1r3p/6/6/P5/1RKB2[] b	11	1	((1, 1), (5, 1), None)	-845	10	1
1Nbn1k/1r3p/6/6/P5/KR1B2[] b	11	1	((1, 1), (5, 1), None)	-845	10	1
1Nbn1k/1r3p/6/K5/P5/1R1B2[] b	11	1	((1, 1), (5, 1), None)	-1000000	8	1
1Nbn1k/3r1p/6/6/PK4/1R1B2[] b	9	1	((1, 3), (1, 1), None)	-585	10	1
1Nbn1k/5p/6/6/P2r2/KR1B2[] b	11	1	((0, 2), (2, 4), None)	-714	10	1
1Nr2k/1b3p/6/1B4/P5/K1N3[r] b	7	1	((0, 2), (5, 2), None)	-1000000	9	1
1Nr2k/1b3p/6/6/P1B3/K1N3[r] b	7	1	((0, 2), (4, 2), None)	-3428	10	1
1Nr2k/1b3p/6/6/PKBr2/2N3[] b	9	1	((0, 2), (4, 2), None)	-1000000	8	1
1Nr2k/1br2p/6/1B4/P5/1KN3[] b	9	1	((1, 2), (5, 2), None)	-1000000	10	1
1Nr2k/1br2p/6/6/P1B3/1KN3[] b	9	1	((1, 2), (4, 2), None)	-1000000	10	1
1Nr2k/5p/6/1N4/P5/K5[Bbr] b	9	1	('drop', 'bB'  , (1, 4))	-4294	10	1
1Nr2k/5p/6/1P4/6/K1N3[Bbr] b	9	1	((0, 2), (5, 2), None)	-1000000	5	1
1Nr3/1b2kp/6/2N3/P5/K2B2[r] b	9	1	((0, 2), (3, 2), None)	-1000000	10	1
1Nr3/4kp/6/6/P5/K1NB2[br] b	9	1	('drop', 'bB'  , (2, 3))	-1000000	2	1
1R1B1k/1r3p/2b3/6/PK4/2N3[N] w	12	1	((0, 1), (1, 1), None)	1592	10	1
1R1B1k/1r3p/6/6/PK4/2N2b[N] w	12	1	((0, 1), (1, 1), None)	1657	10	1
1R1B1k/1r3p/b5/6/PK4/2N3[N] w	12	1	((0, 1), (1, 1), None)	1574	10	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	1	((1, 3), (1, 1), None)	986	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	2	((1, 3), (4, 3), None)	1110	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	3	((1, 3), (5, 3), None)	1228	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	4	((1, 3), (0, 3), None)	1599	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	5	((1, 3), (1, 4), None)	1600	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] b	11	6	((1, 5), (2, 5), None)	1646	6	1
1R1B1k/3r1p/2b3/6/PK4/2N3[N] w	12	1	((0, 3), (2, 5), None)	1000000	3	1
1R1B1k/3r1p/6/3b2/PK4/2N3[N] w	12	1	((0, 3), (2, 5), None)	1000000	2	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	1	((1, 3), (1, 1), None)	986	6	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	2	((1, 3), (4, 3), None)	1642	6	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	3	((1, 3), (0, 3), None)	1709	6	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	4	((1, 5), (2, 5), None)	1879	6	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	5	((5, 5), (3, 3), None)	1000000	6	1
1R1B1k/3r1p/6/6/PK4/2N2b[N] b	11	6	((5, 5), (2, 2), None)	1000000	6	1
1R1B1k/3r1p/6/6/PKb3/2N3[N] w	12	1	((0, 3), (2, 5), None)	1000000	2	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	1	((1, 3), (1, 1), None)	986	6	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	2	((1, 3), (4, 3), None)	1169	6	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	3	((1, 5), (2, 5), None)	1852	6	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	4	((2, 0), (0, 2), None)	1906	6	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	5	((1, 3), (0, 3), None)	2599	6	1
1R1B1k/3r1p/b5/6/PK4/2N3[N] b	11	6	((2, 0), (4, 2), None)	1000000	6	1
1R1B1k/3r2/2b2p/6/PK4/2N3[N] w	12	1	((0, 3), (2, 5), None)	2036	10	1
1R1B1k/3r2/5p/6/PK4/2N2b[N] w	12	1	((0, 3), (2, 5), None)	2817	10	1
1R1B1k/3r2/b4p/6/PK4/2N3[N] w	12	1	((0, 3), (2, 5), None)	2733	10	1
1R1B1k/4rp/2b3/6/PK4/2N3[N] w	12	1	((0, 3), (1, 2), None)	1000000	9	1
1R1B1k/5p/2b3/6/PK1r2/2N3[N] w	12	1	((4, 1), (3, 2), None)	1802	10	1
1R1B1k/5p/2b3/6/PK4/2Nr2[N] w	12	1	((0, 3), (2, 5), None)	1000000	9	1
1R1B1k/5p/6/6/PK1r2/2N2b[N] w	12	1	((4, 1), (5, 0), None)	1923	10	1
1R1B1k/5p/b5/6/PK1r2/2N3[N] w	12	1	((4, 1), (3, 0), None)	3339	10	1
1R1N1k/4rp/6/6/b5/K2B2[pn] b	11	1	((4, 0), (0, 4), None)	-1212	10	1
